customer_id,signup_date,region,acquisition_channel,preferred_device,sessions_last_30d,orders_last_90d,avg_order_value_usd,discount_rate,support_tickets_last_90d,return_rate,nps_score,tenure_months,gross_revenue_12m_usd,last_purchase_date,churned
101198,2025-10-16,South,Organic,Tablet,5,2,40.25,0.222,0,0.162,33.0,2,68.74,2025-12-20,1
101199,2024-03-15,West,Social,Mobile,10,3,27.85,0.052,1,0.113,-3.0,21,92.39,2025-10-09,0
100459,2025-04-01,West,Organic,Mobile,13,3,37.2,0.059,1,0.08,72.0,9,117.81,2025-09-09,0
100457,2025-11-14,East,Referral,Mobile,11,3,81.07,0.281,0,0.135,38.0,1,292.21,2025-10-09,0
101022,2025-03-27,Central,Paid Search,Desktop,4,4,59.31,0.028,1,0.131,35.0,9,353.6,2025-09-03,0
100141,2024-09-20,East,Referral,Mobile,9,2,35.76,0.097,0,0.129,58.0,15,92.1,2025-10-06,0
100668,2025-03-19,South,Paid Search,Desktop,9,1,32.19,0.266,0,0.158,21.0,9,25.47,2025-11-12,1
101011,2024-03-10,East,Paid Search,Mobile,11,3,30.59,0.053,0,0.148,-11.0,22,108.77,2025-12-06,0
100151,2025-10-04,Central,Referral,Mobile,9,4,66.36,0.212,0,0.201,10.0,2,395.97,2025-10-18,0
100830,2024-07-04,West,Organic,Mobile,11,3,36.17,0.106,0,0.12,16.0,18,91.73,2025-09-25,0
